ValueId,StudyId,Year_Pub,Country_Codes,Int$_Per_Hectare_Per_Year,Continent,Site_Area_In_Hectares,Latitude,Longitude,Coastal_dunes,Coastal_lakes_and_lagoons,Coastal_river_deltas,Coastal_salt_marshes_and_reedbeds,Coral_reefs,Kelp_forests,Mangroves,Muddy_shorelines,_Plantations,Riverine_estuaries_and_bays,Rocky_shorelines,Sandy_shorelines,Seagrass_meadows,Shellfish_beds_and_reefs,Subtidal_sand_beds,_Tropical_cloud_forests,Tropical_dry_forests,Tropical_rain_forests,Aesthetic_information,Air_quality_regulation,Biological_control,Climate_regulation,Erosion_prevention,"Existence,_bequest_values",Food,Genetic_resources,Information_for_cognitive_development,"Inspiration_for_culture,_art_and_design",Maintenance_of_genetic_diversity,Maintenance_of_life_cycles,Maintenance_of_soil_fertility,Medicinal_resources,Moderation_of_extreme_events,Opportunities_for_recreation_and_tourism,Ornamental_resources,Pollination,Raw_materials,Regulation_of_water_flows,Spiritual_experience,Waste_treatment,Water,CE,CV,DC,FI,GV,HP,IO,MP,OC,PF,PP,RC,RT,SC,TC,VT,OT,Valued_Change,Number_Of_Beneficiaries,Site_Condition,Ecosystem_Condition,Real_GDP_per_capita,Population_in_25_km_radius,Population_in_50_km_radius,Population_in_75_km_radius,Ecosystem_area_in_25_km_radius,Ecosystem_area_in_50_km_radius,Ecosystem_area_in_75_km_radius,Length_of_coastal_segment,Urbanization_index,Reference
12160001,1216,2008,NLD,798.512,Europe,100000,52.1508,5.9704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lognormal mean WTP scenario 1,6930000,"From an ecological point of view, the area is extremely important because of its size, equaling approximately 1,000 square kilometres, and its ecological quality",Well-functioning (or extensively managed),,,,,,,,,,"Van der Heide, C. M., van den Bergh, J. C., van Ierland, E. C., & Nunes, P. A. (2008). Economic valuation of habitat defragmentation: A study of the Veluwe, the Netherlands. Ecological Economics, 67(2), 205-216."
11960001,1196,2020,ITA,78992968.7996,Europe,2,40.61004,14.106008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mean WTP,3674052,The area the canyon is situated in has long been recognized as one of the richest sources of marine biodiversity in the Mediterranean and is home to the world’s first marine station founded by Anton Dohrn in 1872,Well-functioning (or extensively managed),,,,,,,,,,"O'Connor, E., Hynes, S., & Chen, W. (2020). Estimating the non-market benefit value of deep-sea ecosystem restoration: evidence from a contingent valuation study of the Dohrn Canyon in the Bay of Naples. Journal of Environmental Management, 275, 111180."
11950001,1195,2022,ITA,4796.3046,Europe,7800,40.61004,14.106008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,net present value,,hotspot of deep-sea benthic biodiversity,Well-functioning (or extensively managed),,,,,,,,,,"Chen, W., Wallhead, P., Hynes, S., Groeneveld, R., O'Connor, E., Gambi, C., ... & Smith, C. (2022). Ecosystem service benefits and costs of deep-sea ecosystem restoration. Journal of Environmental Management, 303, 114127."
11850002,1185,2013,BLZ,23.2165,North America,3431200,17.066667,-88.7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Total annual revenue/expenditure on marine ecotourism,4000,Well-functioning,Well-functioning (or extensively managed),,,,,,,,,,"Cisneros-Montemayor, A. M., Kirkwood, F. G., Harper, S., Zeller, D., & Sumaila, U. R. (2013). Economic use value of the Belize marine ecosystem: Potential risks and benefits from offshore oil exploration. Natural Resources Forum, 37(4), 221–230. https://doi.org/10.1111/1477-8947.12023"
11850001,1185,2013,BLZ,7.9188,North America,3431200,17.066667,-88.7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Total annual revenue of the fisheries sector, including domestic, subsistence and export",3000,Well-functioning,Well-functioning (or extensively managed),,,,,,,,,,"Cisneros-Montemayor, A. M., Kirkwood, F. G., Harper, S., Zeller, D., & Sumaila, U. R. (2013). Economic use value of the Belize marine ecosystem: Potential risks and benefits from offshore oil exploration. Natural Resources Forum, 37(4), 221–230. https://doi.org/10.1111/1477-8947.12023"
11770005,1177,2021,FLK,37373.2362,South America,83010,-51.73,-59.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Nutrient cycling,,Well-functioning,Well-functioning (or extensively managed),,,,,,,,,,"Bayley, D. T. I., Brickle, P., Brewin, P. E., Golding, N., & Pelembe, T. (2021). Valuation of kelp forest ecosystem services in the Falkland Islands: A case study integrating blue carbon sequestration potential. One Ecosystem, 6. https://doi.org/10.3897/oneeco.6.e62811"
11770004,1177,2021,FLK,999.4576,South America,83010,-51.73,-59.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Non-use revenue value of Alginate extraction per year (excluding license royalties),1,Well-functioning,Well-functioning (or extensively managed),,,,,,,,,,"Bayley, D. T. I., Brickle, P., Brewin, P. E., Golding, N., & Pelembe, T. (2021). Valuation of kelp forest ecosystem services in the Falkland Islands: A case study integrating blue carbon sequestration potential. One Ecosystem, 6. https://doi.org/10.3897/oneeco.6.e62811"
11770003,1177,2021,FLK,1966.5289,South America,83010,-51.73,-59.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,total Annual  harvest value of fisheries in Flakland Islands dependent on Kep Forests,15,Well-functioning,Well-functioning (or extensively managed),,,,,,,,,,"Bayley, D. T. I., Brickle, P., Brewin, P. E., Golding, N., & Pelembe, T. (2021). Valuation of kelp forest ecosystem services in the Falkland Islands: A case study integrating blue carbon sequestration potential. One Ecosystem, 6. https://doi.org/10.3897/oneeco.6.e62811"
11770002,1177,2021,FLK,10.9459,South America,83010,-51.73,-59.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Annual value of CO2 stock in kelp forests,,Well-functioning,Well-functioning (or extensively managed),,,,,,,,,,"Bayley, D. T. I., Brickle, P., Brewin, P. E., Golding, N., & Pelembe, T. (2021). Valuation of kelp forest ecosystem services in the Falkland Islands: A case study integrating blue carbon sequestration potential. One Ecosystem, 6. https://doi.org/10.3897/oneeco.6.e62811"
11770001,1177,2021,FLK,483.7692,South America,83010,-51.73,-59.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Annual value of CO2e sequestered to deep sea sediments,,Well-functioning,Well-functioning (or extensively managed),,,,,,,,,,"Bayley, D. T. I., Brickle, P., Brewin, P. E., Golding, N., & Pelembe, T. (2021). Valuation of kelp forest ecosystem services in the Falkland Islands: A case study integrating blue carbon sequestration potential. One Ecosystem, 6. https://doi.org/10.3897/oneeco.6.e62811"
11740008,1174,2018,ECU,13.6389,South America,2472,-2.663256,-80.375481,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer surplus per person per trip (Minimum Travel Cost) + Opportunity cost of time is added,41935,"The VBNRA contains high biodiversity that is threatened by human interaction, e.g., contamination of the surrounding marshlands, illegal dumpsites, and lack of treatment and control of waste lagoons",Intermediate,,,,,,,,,,"Zambrano-Monserrate, M. A., Silva-Zambrano, C. A., & Ruano, M. A. (2018). The economic value of natural protected areas in Ecuador: A case of Villamil Beach National Recreation Area. Ocean & coastal management, 157, 193-202."
11740007,1174,2018,ECU,11.157,South America,2472,-2.663256,-80.375481,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer surplus per person per trip (Minimum Travel Cost),41935,"The VBNRA contains high biodiversity that is threatened by human interaction, e.g., contamination of the surrounding marshlands, illegal dumpsites, and lack of treatment and control of waste lagoons",Intermediate,,,,,,,,,,"Zambrano-Monserrate, M. A., Silva-Zambrano, C. A., & Ruano, M. A. (2018). The economic value of natural protected areas in Ecuador: A case of Villamil Beach National Recreation Area. Ocean & coastal management, 157, 193-202."
11740006,1174,2018,ECU,1044.0883,South America,2472,-2.663256,-80.375481,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer surplus per person per trip (Minimum Travel Cost) + Opportunity cost of time is added,1208065,"The VBNRA contains high biodiversity that is threatened by human interaction, e.g., contamination of the surrounding marshlands, illegal dumpsites, and lack of treatment and control of waste lagoons",Intermediate,,,,,,,,,,"Zambrano-Monserrate, M. A., Silva-Zambrano, C. A., & Ruano, M. A. (2018). The economic value of natural protected areas in Ecuador: A case of Villamil Beach National Recreation Area. Ocean & coastal management, 157, 193-202."
11740005,1174,2018,ECU,879.3729,South America,2472,-2.663256,-80.375481,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer surplus per person per trip (Minimum Travel Cost),1208065,"The VBNRA contains high biodiversity that is threatened by human interaction, e.g., contamination of the surrounding marshlands, illegal dumpsites, and lack of treatment and control of waste lagoons",Intermediate,,,,,,,,,,"Zambrano-Monserrate, M. A., Silva-Zambrano, C. A., & Ruano, M. A. (2018). The economic value of natural protected areas in Ecuador: A case of Villamil Beach National Recreation Area. Ocean & coastal management, 157, 193-202."
11740004,1174,2018,ECU,18.1157,South America,2472,-2.663256,-80.375481,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Consumer surplus per person per trip (Minimum Travel Cost) + Opportunity cost of time + Expenditure on-site (lodging, meal, rental of tents, etc)",41935,"The VBNRA contains high biodiversity that is threatened by human interaction, e.g., contamination of the surrounding marshlands, illegal dumpsites, and lack of treatment and control of waste lagoons",Intermediate,,,,,,,,,,"Zambrano-Monserrate, M. A., Silva-Zambrano, C. A., & Ruano, M. A. (2018). The economic value of natural protected areas in Ecuador: A case of Villamil Beach National Recreation Area. Ocean & coastal management, 157, 193-202."
11740003,1174,2018,ECU,15.4598,South America,2472,-2.663256,-80.375481,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Consumer surplus per person per trip (Minimum Travel Cost) + Expenditure on-site is added (lodging, meal, rental of tents, etc)",41935,"The VBNRA contains high biodiversity that is threatened by human interaction, e.g., contamination of the surrounding marshlands, illegal dumpsites, and lack of treatment and control of waste lagoons",Intermediate,,,,,,,,,,"Zambrano-Monserrate, M. A., Silva-Zambrano, C. A., & Ruano, M. A. (2018). The economic value of natural protected areas in Ecuador: A case of Villamil Beach National Recreation Area. Ocean & coastal management, 157, 193-202."
11740002,1174,2018,ECU,751.2191,South America,2472,-2.663256,-80.375481,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer surplus per person per trip (Minimum Travel Cost) + Opportunity cost of time is added,1250000,"The VBNRA contains high biodiversity that is threatened by human interaction, e.g., contamination of the surrounding marshlands, illegal dumpsites, and lack of treatment and control of waste lagoons",Intermediate,,,,,,,,,,"Zambrano-Monserrate, M. A., Silva-Zambrano, C. A., & Ruano, M. A. (2018). The economic value of natural protected areas in Ecuador: A case of Villamil Beach National Recreation Area. Ocean & coastal management, 157, 193-202."
11740001,1174,2018,ECU,585.9717,South America,2472,-2.663256,-80.375481,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer surplus per person per trip (Minimum Travel Cost),1250000,"The VBNRA contains high biodiversity that is threatened by human interaction, e.g., contamination of the surrounding marshlands, illegal dumpsites, and lack of treatment and control of waste lagoons",Intermediate,,,,,,,,,,"Zambrano-Monserrate, M. A., Silva-Zambrano, C. A., & Ruano, M. A. (2018). The economic value of natural protected areas in Ecuador: A case of Villamil Beach National Recreation Area. Ocean & coastal management, 157, 193-202."
11710001,1171,2016,TZA,0.8033,Africa,4365000,-5.34,38.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willingness to pay for increased unit of water flow,97826,a fairly high 3.8% annual decline in forest cover of catchment area of PRB,Highly degraded (or intensively managed),,,,,,,,,,"Lalika, M. C., Meire, P., Ngaga, Y. M., & Sanga, G. J. (2017). Willingness to pay for watershed conservation: are we applying the right paradigm? Ecohydrology &Amp; Hydrobiology, 17(1), 33–45. https://doi.org/10.1016/j.ecohyd.2016.12.004"
11690001,1169,2019,CAN,4.807,North America,13505682,47,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,cost associated with a human engineered system capable of efciently clearing bacteria from seawater at a rate similar to that of removed Geodia sponge biomass can be estimated,1524000,,Intermediate,,,,,,,,,,"Pham, C. K., Murillo, F. J., Lirette, C., Maldonado, M., Colaço, A., Ottaviani, D., & Kenchington, E. (2019). Removal of deep-sea sponges by bottom trawling in the Flemish Cap area: conservation, ecology and economic assessment. Scientific reports, 9(1), 15843."
11690002,1169,2019,CAN,7.8655,North America,5639500,47,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,total Fish catch,1524000,,Intermediate,,,,,,,,,,"Pham, C. K., Murillo, F. J., Lirette, C., Maldonado, M., Colaço, A., Ottaviani, D., & Kenchington, E. (2019). Removal of deep-sea sponges by bottom trawling in the Flemish Cap area: conservation, ecology and economic assessment. Scientific reports, 9(1), 15843."
11690003,1169,2019,CAN,10.0877,North America,5639500,47,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,total Fish catch,1524000,,Intermediate,,,,,,,,,,"Pham, C. K., Murillo, F. J., Lirette, C., Maldonado, M., Colaço, A., Ottaviani, D., & Kenchington, E. (2019). Removal of deep-sea sponges by bottom trawling in the Flemish Cap area: conservation, ecology and economic assessment. Scientific reports, 9(1), 15843."
11690004,1169,2019,CAN,6.3801,North America,5639500,47,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,total Fish catch,1524000,,Intermediate,,,,,,,,,,"Pham, C. K., Murillo, F. J., Lirette, C., Maldonado, M., Colaço, A., Ottaviani, D., & Kenchington, E. (2019). Removal of deep-sea sponges by bottom trawling in the Flemish Cap area: conservation, ecology and economic assessment. Scientific reports, 9(1), 15843."
10910012,1091,2017,CYM,4357.6149,North America,23000,19.5,-80.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tourism,,,,,,,,,,,,,"Guzmán, A., Schep, S., Van Zanten, B., Van Beukering, P., Nieto, E. P., Hoogeveen, R., Stangl, A. L., Schutter, M., Ebanks-Petrie, G. & Austin, T. (2017). Wolfs Company"
10910003,1091,2017,CYM,244.0539,North America,23000,19.5,-80.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coastal protection,,,,,,,,,,,,,"Guzmán, A., Schep, S., Van Zanten, B., Van Beukering, P., Nieto, E. P., Hoogeveen, R., Stangl, A. L., Schutter, M., Ebanks-Petrie, G. & Austin, T. (2017). Wolfs Company"
10910002,1091,2017,CYM,363.6881,North America,23000,19.5,-80.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pharmaceutical,,,,,,,,,,,,,"Guzmán, A., Schep, S., Van Zanten, B., Van Beukering, P., Nieto, E. P., Hoogeveen, R., Stangl, A. L., Schutter, M., Ebanks-Petrie, G. & Austin, T. (2017). Wolfs Company"
10910001,1091,2017,CYM,106.6305,North America,23000,19.5,-80.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Annual net benefit,,,,,,,,,,,,,"Guzmán, A., Schep, S., Van Zanten, B., Van Beukering, P., Nieto, E. P., Hoogeveen, R., Stangl, A. L., Schutter, M., Ebanks-Petrie, G. & Austin, T. (2017). Wolfs Company"
10800018,1080,2015,SWE,11.8979,Europe,39797800,58,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Yearly number of recreational trips to the Baltic Sea, consumer surplus",7379400,all states which has resulted in serious eutrophication problems,Intermediate,,,,,,,,,,"Czajkowski, M., Ahtiainen, H., Artell, J., Budzin?ski Wiktor, Hasler, B., Hasselstro?m Linus, … Hanley, N. (2015). Economic use value of the Belize marine ecosystem: Potential risks the recreational benefits of the baltic sea. Journal of Environmental Management, 156, 209–217. doi: 10.1016/j.jenvman.2015.03.038"
